iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.7407495769453636,2.390090322494507,0.165625,1716920004,,False,1,89529168,2024-05-28_20-13-24,8.282848834991455,8.282848834991455,3218,VRMWB-16GGJX3,192.168.163.40,8.282848834991455,1
