iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.582450937341761,2.216455709934235,0.2,1716920059,,False,1,31b769bf,2024-05-28_20-14-19,10.917253494262695,10.917253494262695,4080,VRMWB-16GGJX3,192.168.163.40,10.917253494262695,1
0,2.4829460043966036,2.231678467988968,0.215625,1716920243,,False,1,31b769bf,2024-05-28_20-17-23,68.2269229888916,68.2269229888916,5852,VRMWB-16GGJX3,192.168.163.40,68.2269229888916,1
1,1.9904928266266246,1.8123363852500916,0.3328125,1716920265,,False,2,31b769bf,2024-05-28_20-17-45,22.400373935699463,90.62729692459106,5852,VRMWB-16GGJX3,192.168.163.40,90.62729692459106,2
2,1.5506041079391668,1.4222467184066772,0.434375,1716920288,,False,3,31b769bf,2024-05-28_20-18-08,22.090352773666382,112.71764969825745,5852,VRMWB-16GGJX3,192.168.163.40,112.71764969825745,3
