iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.5173465057655617,2.1877819776535032,0.1859375,1716920388,,False,1,a5ec019c,2024-05-28_20-19-48,26.86146903038025,26.86146903038025,8384,VRMWB-16GGJX3,192.168.163.40,26.86146903038025,1
1,1.9656937872921978,1.7088779866695405,0.340625,1716920412,,False,2,a5ec019c,2024-05-28_20-20-12,21.213780403137207,48.075249433517456,8384,VRMWB-16GGJX3,192.168.163.40,48.075249433517456,2
2,1.441073489777836,1.1299174755811692,0.5546875,1716920434,,False,3,a5ec019c,2024-05-28_20-20-34,22.313238859176636,70.38848829269409,8384,VRMWB-16GGJX3,192.168.163.40,70.38848829269409,3
3,0.9328035793186705,0.8093262255191803,0.6828125,1716920450,,False,4,a5ec019c,2024-05-28_20-20-50,15.470195055007935,85.85868334770203,8384,VRMWB-16GGJX3,192.168.163.40,85.85868334770203,4
4,0.5684877192532575,0.39348741695284845,0.871875,1716920462,,False,5,a5ec019c,2024-05-28_20-21-02,12.583677530288696,98.44236087799072,8384,VRMWB-16GGJX3,192.168.163.40,98.44236087799072,5
5,0.32663815440954985,0.2068334348499775,0.9546875,1716920476,,False,6,a5ec019c,2024-05-28_20-21-16,13.664847373962402,112.10720825195312,8384,VRMWB-16GGJX3,192.168.163.40,112.10720825195312,6
6,0.18644009834086453,0.14230948574841024,0.9671875,1716920496,,False,7,a5ec019c,2024-05-28_20-21-36,19.610563278198242,131.71777153015137,8384,VRMWB-16GGJX3,192.168.163.40,131.71777153015137,7
7,0.0966933348480566,0.09349253457039594,0.984375,1716920519,,False,8,a5ec019c,2024-05-28_20-21-59,23.860874891281128,155.5786464214325,8384,VRMWB-16GGJX3,192.168.163.40,155.5786464214325,8
8,0.07851471011469394,0.07306216387078165,0.9859375,1716920540,,False,9,a5ec019c,2024-05-28_20-22-20,20.853603839874268,176.43225026130676,8384,VRMWB-16GGJX3,192.168.163.40,176.43225026130676,9
9,0.07440380232385647,0.08216541148722172,0.9828125,1716920556,,False,10,a5ec019c,2024-05-28_20-22-36,15.353136539459229,191.785386800766,8384,VRMWB-16GGJX3,192.168.163.40,191.785386800766,10
10,0.03922872973123082,0.04952621562406421,0.99375,1716920570,,False,11,a5ec019c,2024-05-28_20-22-50,13.95389699935913,205.73928380012512,8384,VRMWB-16GGJX3,192.168.163.40,205.73928380012512,11
11,0.02551950510867216,0.0585090315900743,0.984375,1716920584,,False,12,a5ec019c,2024-05-28_20-23-04,14.19701623916626,219.93630003929138,8384,VRMWB-16GGJX3,192.168.163.40,219.93630003929138,12
12,0.0333154772143857,0.047603638493455946,0.9875,1716920598,,False,13,a5ec019c,2024-05-28_20-23-18,13.80835223197937,233.74465227127075,8384,VRMWB-16GGJX3,192.168.163.40,233.74465227127075,13
13,0.011352776285306907,0.05349212982691824,0.9859375,1716920615,,False,14,a5ec019c,2024-05-28_20-23-35,17.075314044952393,250.81996631622314,8384,VRMWB-16GGJX3,192.168.163.40,250.81996631622314,14
14,0.008911060008369847,0.04525142153725028,0.9890625,1716920629,,False,15,a5ec019c,2024-05-28_20-23-49,14.262663125991821,265.08262944221497,8384,VRMWB-16GGJX3,192.168.163.40,265.08262944221497,15
