iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.603445432804249,2.2373910784721374,0.18125,1716920015,,False,1,3b719fda,2024-05-28_20-13-35,9.898547649383545,9.898547649383545,3354,VRMWB-16GGJX3,192.168.163.40,9.898547649383545,1
0,2.5383797839835838,2.3115345656871797,0.1765625,1716920177,,False,1,3b719fda,2024-05-28_20-16-17,42.69031000137329,42.69031000137329,5392,VRMWB-16GGJX3,192.168.163.40,42.69031000137329,1
1,2.1382217863459645,1.9514049232006072,0.2703125,1716920219,,False,2,3b719fda,2024-05-28_20-16-59,42.12029504776001,84.8106050491333,5392,VRMWB-16GGJX3,192.168.163.40,84.8106050491333,2
2,1.6607983127052401,1.363412469625473,0.4328125,1716920247,,False,3,3b719fda,2024-05-28_20-17-27,27.48789930343628,112.29850435256958,5392,VRMWB-16GGJX3,192.168.163.40,112.29850435256958,3
