iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.513453671961655,2.1122408866882325,0.28125,1716920105,,False,1,38769d8c,2024-05-28_20-15-05,9.717008829116821,9.717008829116821,4867,VRMWB-16GGJX3,192.168.163.40,9.717008829116821,1
0,2.4850775754010237,2.227945351600647,0.2203125,1716920332,,False,1,38769d8c,2024-05-28_20-18-52,39.25468301773071,39.25468301773071,7570,VRMWB-16GGJX3,192.168.163.40,39.25468301773071,1
1,1.972321327821708,1.803836464881897,0.3640625,1716920348,,False,2,38769d8c,2024-05-28_20-19-08,16.605264902114868,55.85994791984558,7570,VRMWB-16GGJX3,192.168.163.40,55.85994791984558,2
2,1.407937517872563,1.3111551642417907,0.4625,1716920366,,True,3,38769d8c,2024-05-28_20-19-26,17.591067790985107,73.45101571083069,7570,VRMWB-16GGJX3,192.168.163.40,73.45101571083069,3
