iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.573373715082804,2.171428084373474,0.2078125,1716920733,,False,1,b739c97e,2024-05-28_20-25-33,12.72577166557312,12.72577166557312,10863,VRMWB-16GGJX3,192.168.163.40,12.72577166557312,1
1,1.8990147437578366,1.5009662210941315,0.4515625,1716920743,,False,2,b739c97e,2024-05-28_20-25-43,9.879757404327393,22.605529069900513,10863,VRMWB-16GGJX3,192.168.163.40,22.605529069900513,2
2,1.3739384994094754,1.1355544060468674,0.55,1716920752,,False,3,b739c97e,2024-05-28_20-25-52,9.200563669204712,31.806092739105225,10863,VRMWB-16GGJX3,192.168.163.40,31.806092739105225,3
3,1.0062950945194857,0.8467261224985123,0.6546875,1716920764,,False,4,b739c97e,2024-05-28_20-26-04,11.86906361579895,43.675156354904175,10863,VRMWB-16GGJX3,192.168.163.40,43.675156354904175,4
4,0.6640053402494501,0.5722041010856629,0.84375,1716920772,,False,5,b739c97e,2024-05-28_20-26-12,8.462751865386963,52.13790822029114,10863,VRMWB-16GGJX3,192.168.163.40,52.13790822029114,5
5,0.40390477025950394,0.30600108578801155,0.91875,1716920782,,False,6,b739c97e,2024-05-28_20-26-22,9.271871089935303,61.40977931022644,10863,VRMWB-16GGJX3,192.168.163.40,61.40977931022644,6
6,0.2288253008859393,0.15534567926079035,0.9765625,1716920791,,False,7,b739c97e,2024-05-28_20-26-31,9.514817714691162,70.9245970249176,10863,VRMWB-16GGJX3,192.168.163.40,70.9245970249176,7
7,0.13488292551518957,0.117030886746943,0.975,1716920801,,False,8,b739c97e,2024-05-28_20-26-41,10.079267263412476,81.00386428833008,10863,VRMWB-16GGJX3,192.168.163.40,81.00386428833008,8
8,0.08460177430584107,0.11681930338963867,0.9609375,1716920811,,False,9,b739c97e,2024-05-28_20-26-51,9.193608522415161,90.19747281074524,10863,VRMWB-16GGJX3,192.168.163.40,90.19747281074524,9
9,0.06353749026670868,0.0846693504601717,0.975,1716920820,,False,10,b739c97e,2024-05-28_20-27-00,9.55599570274353,99.75346851348877,10863,VRMWB-16GGJX3,192.168.163.40,99.75346851348877,10
10,0.03435972035161139,0.06924355912487953,0.9828125,1716920831,,False,11,b739c97e,2024-05-28_20-27-11,11.019621849060059,110.77309036254883,10863,VRMWB-16GGJX3,192.168.163.40,110.77309036254883,11
11,0.026107135108085693,0.05137777901254594,0.9875,1716920843,,False,12,b739c97e,2024-05-28_20-27-23,11.559207916259766,122.3322982788086,10863,VRMWB-16GGJX3,192.168.163.40,122.3322982788086,12
12,0.026593122395606322,0.053939060284756125,0.984375,1716920855,,False,13,b739c97e,2024-05-28_20-27-35,12.73414158821106,135.06643986701965,10863,VRMWB-16GGJX3,192.168.163.40,135.06643986701965,13
13,0.032118739928176376,0.06197092845104635,0.9796875,1716920864,,False,14,b739c97e,2024-05-28_20-27-44,8.973156690597534,144.0395965576172,10863,VRMWB-16GGJX3,192.168.163.40,144.0395965576172,14
14,0.04135450765053615,0.08634269337635488,0.9765625,1716920873,,False,15,b739c97e,2024-05-28_20-27-53,8.902828454971313,152.9424250125885,10863,VRMWB-16GGJX3,192.168.163.40,152.9424250125885,15
15,0.02609018376097083,0.045691147167235616,0.990625,1716920882,,False,16,b739c97e,2024-05-28_20-28-02,8.552260875701904,161.4946858882904,10863,VRMWB-16GGJX3,192.168.163.40,161.4946858882904,16
16,0.01283807199402356,0.052466601936612275,0.984375,1716920890,,False,17,b739c97e,2024-05-28_20-28-10,8.53661823272705,170.03130412101746,10863,VRMWB-16GGJX3,192.168.163.40,170.03130412101746,17
17,0.01208030967110837,0.06474583656527103,0.9859375,1716920899,,False,18,b739c97e,2024-05-28_20-28-19,8.135663747787476,178.16696786880493,10863,VRMWB-16GGJX3,192.168.163.40,178.16696786880493,18
18,0.013652925126622488,0.05568899386562407,0.9890625,1716920907,,False,19,b739c97e,2024-05-28_20-28-27,8.192234516143799,186.35920238494873,10863,VRMWB-16GGJX3,192.168.163.40,186.35920238494873,19
19,0.026887593385590998,0.08284136690199376,0.98125,1716920915,,False,20,b739c97e,2024-05-28_20-28-35,7.949801206588745,194.30900359153748,10863,VRMWB-16GGJX3,192.168.163.40,194.30900359153748,20
20,0.027433724214472335,0.052191980578936634,0.9859375,1716920923,,False,21,b739c97e,2024-05-28_20-28-43,8.654019594192505,202.96302318572998,10863,VRMWB-16GGJX3,192.168.163.40,202.96302318572998,21
21,0.01991082904400465,0.0703816257067956,0.98125,1716920932,,False,22,b739c97e,2024-05-28_20-28-52,8.536914348602295,211.49993753433228,10863,VRMWB-16GGJX3,192.168.163.40,211.49993753433228,22
22,0.027977548959308568,0.07747350909048692,0.98125,1716920940,,False,23,b739c97e,2024-05-28_20-29-00,8.359333992004395,219.85927152633667,10863,VRMWB-16GGJX3,192.168.163.40,219.85927152633667,23
23,0.019192228576651326,0.05523265631636605,0.9859375,1716920949,,False,24,b739c97e,2024-05-28_20-29-09,8.449714183807373,228.30898571014404,10863,VRMWB-16GGJX3,192.168.163.40,228.30898571014404,24
24,0.007720101271169605,0.04543045031605288,0.9890625,1716920957,,False,25,b739c97e,2024-05-28_20-29-17,8.433912754058838,236.74289846420288,10863,VRMWB-16GGJX3,192.168.163.40,236.74289846420288,25
