iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.5490426811171165,2.2498136162757874,0.16875,1716920339,,False,1,a7fc00e9,2024-05-28_20-18-59,31.732441663742065,31.732441663742065,7815,VRMWB-16GGJX3,192.168.163.40,31.732441663742065,1
1,1.9887154440820953,1.706409215927124,0.3359375,1716920355,,False,2,a7fc00e9,2024-05-28_20-19-15,15.478998184204102,47.21143984794617,7815,VRMWB-16GGJX3,192.168.163.40,47.21143984794617,2
2,1.4838077050668221,1.290678158402443,0.478125,1716920373,,False,3,a7fc00e9,2024-05-28_20-19-33,18.23221778869629,65.44365763664246,7815,VRMWB-16GGJX3,192.168.163.40,65.44365763664246,3
3,1.1235838797357347,0.9812766462564468,0.625,1716920390,,False,4,a7fc00e9,2024-05-28_20-19-50,17.193796157836914,82.63745379447937,7815,VRMWB-16GGJX3,192.168.163.40,82.63745379447937,4
4,0.8309195479493082,0.6468134984374047,0.7359375,1716920412,,False,5,a7fc00e9,2024-05-28_20-20-12,21.290708303451538,103.92816209793091,7815,VRMWB-16GGJX3,192.168.163.40,103.92816209793091,5
