iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.6786029162230314,2.3599393010139464,0.2,1716920179,,False,1,b538893e,2024-05-28_20-16-19,30.67545247077942,30.67545247077942,5556,VRMWB-16GGJX3,192.168.163.40,30.67545247077942,1
1,2.261085021642991,2.148414146900177,0.2546875,1716920202,,False,2,b538893e,2024-05-28_20-16-42,22.428658485412598,53.10411095619202,5556,VRMWB-16GGJX3,192.168.163.40,53.10411095619202,2
2,1.978148188120053,1.8809849739074707,0.26875,1716920226,,False,3,b538893e,2024-05-28_20-17-06,23.69555425643921,76.79966521263123,5556,VRMWB-16GGJX3,192.168.163.40,76.79966521263123,3
3,1.667652530434691,1.5871702909469605,0.403125,1716920240,,False,4,b538893e,2024-05-28_20-17-20,14.366138458251953,91.16580367088318,5556,VRMWB-16GGJX3,192.168.163.40,91.16580367088318,4
4,1.3912517214998787,1.2981911718845367,0.54375,1716920252,,False,5,b538893e,2024-05-28_20-17-32,12.528810501098633,103.69461417198181,5556,VRMWB-16GGJX3,192.168.163.40,103.69461417198181,5
