iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
6,0.16348199389966916,0.16904371250420808,0.95625,1716920542,,False,7,148a19cc,2024-05-28_20-22-22,17.289706230163574,129.05605387687683,8950,VRMWB-16GGJX3,192.168.163.40,129.05605387687683,7
7,0.11508377075747207,0.11130508882924914,0.975,1716920557,,False,8,148a19cc,2024-05-28_20-22-37,15.042308807373047,144.09836268424988,8950,VRMWB-16GGJX3,192.168.163.40,144.09836268424988,8
8,0.07362894444829887,0.09526358731091022,0.978125,1716920571,,False,9,148a19cc,2024-05-28_20-22-51,13.490306377410889,157.58866906166077,8950,VRMWB-16GGJX3,192.168.163.40,157.58866906166077,9
9,0.0590404105246251,0.11347852032631636,0.9734375,1716920585,,False,10,148a19cc,2024-05-28_20-23-05,13.796724557876587,171.38539361953735,8950,VRMWB-16GGJX3,192.168.163.40,171.38539361953735,10
10,0.04928248798773612,0.08316979315131903,0.9859375,1716920597,,False,11,148a19cc,2024-05-28_20-23-17,12.61173677444458,183.99713039398193,8950,VRMWB-16GGJX3,192.168.163.40,183.99713039398193,11
11,0.053371813527687835,0.09533319026231765,0.978125,1716920613,,False,12,148a19cc,2024-05-28_20-23-33,15.59368109703064,199.59081149101257,8950,VRMWB-16GGJX3,192.168.163.40,199.59081149101257,12
12,0.051246887176401086,0.13450796753168107,0.971875,1716920626,,False,13,148a19cc,2024-05-28_20-23-46,12.973499298095703,212.56431078910828,8950,VRMWB-16GGJX3,192.168.163.40,212.56431078910828,13
13,0.026533062845744467,0.06653988438192755,0.9875,1716920638,,False,14,148a19cc,2024-05-28_20-23-58,12.295435428619385,224.85974621772766,8950,VRMWB-16GGJX3,192.168.163.40,224.85974621772766,14
14,0.04013057197961542,0.07388698365539312,0.9828125,1716920649,,False,15,148a19cc,2024-05-28_20-24-09,10.640396356582642,235.5001425743103,8950,VRMWB-16GGJX3,192.168.163.40,235.5001425743103,15
15,0.0674230469689693,0.08966734181158245,0.9796875,1716920659,,False,16,148a19cc,2024-05-28_20-24-19,10.148119449615479,245.64826202392578,8950,VRMWB-16GGJX3,192.168.163.40,245.64826202392578,16
16,0.04028845220850206,0.09355927896685898,0.9765625,1716920669,,False,17,148a19cc,2024-05-28_20-24-29,10.244054317474365,255.89231634140015,8950,VRMWB-16GGJX3,192.168.163.40,255.89231634140015,17
17,0.027520274766433386,0.04620068611111492,0.9859375,1716920680,,False,18,148a19cc,2024-05-28_20-24-40,10.617602348327637,266.5099186897278,8950,VRMWB-16GGJX3,192.168.163.40,266.5099186897278,18
18,0.01202097083269446,0.043504788004793224,0.9921875,1716920690,,False,19,148a19cc,2024-05-28_20-24-50,10.537861824035645,277.0477805137634,8950,VRMWB-16GGJX3,192.168.163.40,277.0477805137634,19
19,0.007259613630235379,0.057251790876034644,0.9890625,1716920701,,False,20,148a19cc,2024-05-28_20-25-01,10.951759338378906,287.99953985214233,8950,VRMWB-16GGJX3,192.168.163.40,287.99953985214233,20
20,0.006159264157399719,0.055319701158441606,0.9875,1716920710,,False,21,148a19cc,2024-05-28_20-25-10,8.82246208190918,296.8220019340515,8950,VRMWB-16GGJX3,192.168.163.40,296.8220019340515,21
21,0.005582669117476469,0.047026790294330566,0.9890625,1716920717,,False,22,148a19cc,2024-05-28_20-25-17,6.604759931564331,303.42676186561584,8950,VRMWB-16GGJX3,192.168.163.40,303.42676186561584,22
22,0.004441039882496827,0.02496468194294721,0.99375,1716920725,,False,23,148a19cc,2024-05-28_20-25-25,8.147469282150269,311.5742311477661,8950,VRMWB-16GGJX3,192.168.163.40,311.5742311477661,23
23,0.0044400097146906235,0.04261658116010949,0.99375,1716920733,,False,24,148a19cc,2024-05-28_20-25-33,7.969205141067505,319.5434362888336,8950,VRMWB-16GGJX3,192.168.163.40,319.5434362888336,24
24,0.004339169758303022,0.05003634550375864,0.9890625,1716920741,,False,25,148a19cc,2024-05-28_20-25-41,8.550830841064453,328.09426712989807,8950,VRMWB-16GGJX3,192.168.163.40,328.09426712989807,25
25,0.003180837819214772,0.04527162094018422,0.9921875,1716920751,,False,26,148a19cc,2024-05-28_20-25-51,9.39820671081543,337.4924738407135,8950,VRMWB-16GGJX3,192.168.163.40,337.4924738407135,26
26,0.013468262278129932,0.06280331662856042,0.984375,1716920762,,False,27,148a19cc,2024-05-28_20-26-02,10.764784097671509,348.257257938385,8950,VRMWB-16GGJX3,192.168.163.40,348.257257938385,27
27,0.007171163881588497,0.05242245709523559,0.9859375,1716920770,,False,28,148a19cc,2024-05-28_20-26-10,8.230338096618652,356.48759603500366,8950,VRMWB-16GGJX3,192.168.163.40,356.48759603500366,28
28,0.00325635617978319,0.039977648109197614,0.990625,1716920778,,False,29,148a19cc,2024-05-28_20-26-18,7.949034929275513,364.4366309642792,8950,VRMWB-16GGJX3,192.168.163.40,364.4366309642792,29
29,0.003025664292551853,0.04789166757836938,0.990625,1716920786,,False,30,148a19cc,2024-05-28_20-26-26,8.455946207046509,372.8925771713257,8950,VRMWB-16GGJX3,192.168.163.40,372.8925771713257,30
30,0.0029127666594483603,0.03904249852057547,0.990625,1716920795,,False,31,148a19cc,2024-05-28_20-26-35,8.497967958450317,381.390545129776,8950,VRMWB-16GGJX3,192.168.163.40,381.390545129776,31
31,0.0024417981858951628,0.033087891549803315,0.9921875,1716920804,,False,32,148a19cc,2024-05-28_20-26-44,9.318368196487427,390.7089133262634,8950,VRMWB-16GGJX3,192.168.163.40,390.7089133262634,32
32,0.04068234347577356,0.07734216826502234,0.984375,1716920813,,False,33,148a19cc,2024-05-28_20-26-53,8.67539119720459,399.384304523468,8950,VRMWB-16GGJX3,192.168.163.40,399.384304523468,33
33,0.046218655545000036,0.13454498760402203,0.9609375,1716920821,,False,34,148a19cc,2024-05-28_20-27-01,8.676632404327393,408.0609369277954,8950,VRMWB-16GGJX3,192.168.163.40,408.0609369277954,34
34,0.029663029040589376,0.036419332504738125,0.990625,1716920833,,False,35,148a19cc,2024-05-28_20-27-13,11.49377179145813,419.55470871925354,8950,VRMWB-16GGJX3,192.168.163.40,419.55470871925354,35
35,0.011363305049419495,0.06711348030949012,0.9796875,1716920846,,False,36,148a19cc,2024-05-28_20-27-26,13.247013568878174,432.8017222881317,8950,VRMWB-16GGJX3,192.168.163.40,432.8017222881317,36
36,0.012804449540217993,0.05934228232363239,0.9859375,1716920856,,False,37,148a19cc,2024-05-28_20-27-36,9.70859408378601,442.5103163719177,8950,VRMWB-16GGJX3,192.168.163.40,442.5103163719177,37
37,0.005154511164787605,0.036585048347478735,0.9890625,1716920864,,False,38,148a19cc,2024-05-28_20-27-44,7.81188178062439,450.3221981525421,8950,VRMWB-16GGJX3,192.168.163.40,450.3221981525421,38
38,0.0029112605886809804,0.026438190945191307,0.9890625,1716920871,,False,39,148a19cc,2024-05-28_20-27-51,7.682415008544922,458.00461316108704,8950,VRMWB-16GGJX3,192.168.163.40,458.00461316108704,39
39,0.002243113964163687,0.02836820609809365,0.99375,1716920879,,False,40,148a19cc,2024-05-28_20-27-59,7.832613229751587,465.8372263908386,8950,VRMWB-16GGJX3,192.168.163.40,465.8372263908386,40
40,0.0021408568215441465,0.029422042309306562,0.9890625,1716920887,,False,41,148a19cc,2024-05-28_20-28-07,7.819643974304199,473.6568703651428,8950,VRMWB-16GGJX3,192.168.163.40,473.6568703651428,41
41,0.0019187550240104304,0.033540713108959605,0.99375,1716920895,,False,42,148a19cc,2024-05-28_20-28-15,7.553439617156982,481.2103099822998,8950,VRMWB-16GGJX3,192.168.163.40,481.2103099822998,42
42,0.0018593685997558044,0.03322975723131094,0.99375,1716920902,,False,43,148a19cc,2024-05-28_20-28-22,7.452203035354614,488.6625130176544,8950,VRMWB-16GGJX3,192.168.163.40,488.6625130176544,43
43,0.0013008500840284941,0.036415578390005976,0.9921875,1716920910,,False,44,148a19cc,2024-05-28_20-28-30,7.7381367683410645,496.4006497859955,8950,VRMWB-16GGJX3,192.168.163.40,496.4006497859955,44
44,0.0009339709822260947,0.026065514344372785,0.99375,1716920917,,False,45,148a19cc,2024-05-28_20-28-37,7.520247459411621,503.9208972454071,8950,VRMWB-16GGJX3,192.168.163.40,503.9208972454071,45
45,0.0016097083154571368,0.03342811030743178,0.990625,1716920925,,False,46,148a19cc,2024-05-28_20-28-45,7.965482234954834,511.88637948036194,8950,VRMWB-16GGJX3,192.168.163.40,511.88637948036194,46
46,0.0012931812721316094,0.0249520978788496,0.9953125,1716920933,,False,47,148a19cc,2024-05-28_20-28-53,7.98341178894043,519.8697912693024,8950,VRMWB-16GGJX3,192.168.163.40,519.8697912693024,47
47,0.0013547647833525214,0.027604180669004563,0.99375,1716920941,,False,48,148a19cc,2024-05-28_20-29-01,7.856293439865112,527.7260847091675,8950,VRMWB-16GGJX3,192.168.163.40,527.7260847091675,48
48,0.0013757642127866685,0.021680101205129178,0.99375,1716920949,,False,49,148a19cc,2024-05-28_20-29-09,7.859298467636108,535.5853831768036,8950,VRMWB-16GGJX3,192.168.163.40,535.5853831768036,49
49,0.0013232501144635916,0.03046890973491827,0.99375,1716920957,,False,50,148a19cc,2024-05-28_20-29-17,7.608491897583008,543.1938750743866,8950,VRMWB-16GGJX3,192.168.163.40,543.1938750743866,50
