iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
39,0.0007173856810154968,0.03732186771376291,0.990625,1716921055,,False,40,4b9e0720,2024-05-28_20-30-55,6.309255361557007,338.56524658203125,10795,VRMWB-16GGJX3,192.168.163.40,338.56524658203125,40
40,0.0007050176644065406,0.03785640743444674,0.990625,1716921061,,False,41,4b9e0720,2024-05-28_20-31-01,5.982229232788086,344.54747581481934,10795,VRMWB-16GGJX3,192.168.163.40,344.54747581481934,41
41,0.000636289605833475,0.0388672163389856,0.9921875,1716921068,,False,42,4b9e0720,2024-05-28_20-31-08,6.954511880874634,351.50198769569397,10795,VRMWB-16GGJX3,192.168.163.40,351.50198769569397,42
42,0.0005976925765733338,0.037533448750036766,0.9921875,1716921074,,False,43,4b9e0720,2024-05-28_20-31-14,5.945820569992065,357.44780826568604,10795,VRMWB-16GGJX3,192.168.163.40,357.44780826568604,43
43,0.0005793571756020142,0.04376664940646151,0.990625,1716921079,,False,44,4b9e0720,2024-05-28_20-31-19,5.640873432159424,363.08868169784546,10795,VRMWB-16GGJX3,192.168.163.40,363.08868169784546,44
44,0.0005474467230040902,0.03379441821016371,0.9921875,1716921085,,False,45,4b9e0720,2024-05-28_20-31-25,5.703394174575806,368.79207587242126,10795,VRMWB-16GGJX3,192.168.163.40,368.79207587242126,45
45,0.0005143218257688675,0.0396233415172901,0.990625,1716921093,,False,46,4b9e0720,2024-05-28_20-31-33,7.8322014808654785,376.62427735328674,10795,VRMWB-16GGJX3,192.168.163.40,376.62427735328674,46
46,0.0008876608353378366,0.06647276282747043,0.9859375,1716921100,,False,47,4b9e0720,2024-05-28_20-31-40,7.432626724243164,384.0569040775299,10795,VRMWB-16GGJX3,192.168.163.40,384.0569040775299,47
47,0.11785432712798709,0.12705208621919156,0.9703125,1716921106,,False,48,4b9e0720,2024-05-28_20-31-46,5.993941068649292,390.0508451461792,10795,VRMWB-16GGJX3,192.168.163.40,390.0508451461792,48
48,0.10885145234656923,0.043499037413857876,0.9890625,1716921112,,False,49,4b9e0720,2024-05-28_20-31-52,6.111493825912476,396.1623389720917,10795,VRMWB-16GGJX3,192.168.163.40,396.1623389720917,49
49,0.015023162177430443,0.02534053805284202,0.9953125,1716921120,,False,50,4b9e0720,2024-05-28_20-32-00,7.302402973175049,403.4647419452667,10795,VRMWB-16GGJX3,192.168.163.40,403.4647419452667,50
