iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.586566439381352,2.2516711711883546,0.1859375,1716919997,,False,1,17895cf7,2024-05-28_20-13-17,9.71729826927185,9.71729826927185,3077,VRMWB-16GGJX3,192.168.163.40,9.71729826927185,1
0,2.559454405749286,2.31797913312912,0.1703125,1716920151,,False,1,17895cf7,2024-05-28_20-15-51,28.245560884475708,28.245560884475708,5302,VRMWB-16GGJX3,192.168.163.40,28.245560884475708,1
1,2.116182032926583,1.996309185028076,0.2578125,1716920180,,False,2,17895cf7,2024-05-28_20-16-20,28.457160711288452,56.70272159576416,5302,VRMWB-16GGJX3,192.168.163.40,56.70272159576416,2
2,1.6889542753313795,1.5400311648845673,0.3609375,1716920220,,False,3,17895cf7,2024-05-28_20-17-00,40.3442907333374,97.04701232910156,5302,VRMWB-16GGJX3,192.168.163.40,97.04701232910156,3
