iterations,train_loss,test_loss,Accuracy,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0,2.4997071189644897,2.206970530748367,0.209375,1716920148,,False,1,8c37ac11,2024-05-28_20-15-48,28.012834310531616,28.012834310531616,5247,VRMWB-16GGJX3,192.168.163.40,28.012834310531616,1
1,1.94896298131825,1.8264687001705169,0.3328125,1716920173,,False,2,8c37ac11,2024-05-28_20-16-13,25.104684352874756,53.11751866340637,5247,VRMWB-16GGJX3,192.168.163.40,53.11751866340637,2
2,1.4403849950543157,1.1729072630405426,0.5515625,1716920215,,False,3,8c37ac11,2024-05-28_20-16-55,41.474281549453735,94.59180021286011,5247,VRMWB-16GGJX3,192.168.163.40,94.59180021286011,3
3,0.9950107269816928,0.978631803393364,0.646875,1716920244,,False,4,8c37ac11,2024-05-28_20-17-24,29.65828561782837,124.25008583068848,5247,VRMWB-16GGJX3,192.168.163.40,124.25008583068848,4
4,0.6587619910269608,0.5017795622348785,0.8765625,1716920268,,False,5,8c37ac11,2024-05-28_20-17-48,23.80310344696045,148.05318927764893,5247,VRMWB-16GGJX3,192.168.163.40,148.05318927764893,5
